ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date
5446,107-RW-T01,Pre-PQ Process,SCMS-13020,ASN-914,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/18/2007
5507,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,11/12/2007
5508,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,11/12/2007
5509,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,11/12/2007
5510,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,11/12/2007
5522,108-VN-T01,Pre-PQ Process,SCMS-14210,ASN-1340,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,11/22/2007
5532,107-RW-T01,Pre-PQ Process,SCMS-14630,ASN-1198,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/10/2007
5534,108-VN-T01,Pre-PQ Process,SCMS-14760,ASN-1230,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/5/2007
5575,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,1/4/2008
5589,102-BW-T01,Pre-PQ Process,SCMS-16720,ASN-1402,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/4/2008
5590,102-NG-T01,Pre-PQ Process,SCMS-16890,ASN-1874,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/29/2008
5595,128-BJ-T01,Pre-PQ Process,SCMS-17280,ASN-1412,Benin,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/6/2008
5596,128-BJ-T01,Pre-PQ Process,SCMS-17280,ASN-1380,Benin,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/6/2008
5622,110-ZM-T01,Pre-PQ Process,SCMS-18070,ASN-1577,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/25/2008
5634,104-CI-T01,Pre-PQ Process,SCMS-18300,ASN-3434,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/3/2008
5635,102-LS-T01,Pre-PQ Process,SCMS-18370,ASN-1660,Lesotho,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/27/2008
5645,102-BW-T01,Pre-PQ Process,SCMS-18730,ASN-1608,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/11/2008
5646,123-NG-T01,Pre-PQ Process,SCMS-18740,ASN-1553,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/11/2008
5647,114-UG-T01,Pre-PQ Process,SCMS-18750,ASN-1618,Uganda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/11/2008
5657,114-UG-T01,Pre-PQ Process,SCMS-18900,ASN-1543,Uganda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/14/2008
5658,114-UG-T01,Pre-PQ Process,SCMS-18910,ASN-1614,Uganda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/13/2008
5661,104-CI-T01,Pre-PQ Process,SCMS-19100,ASN-1598,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/18/2008
5675,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1664,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2/20/2008
5676,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2/20/2008
5677,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2/20/2008
5678,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2/20/2008
5701,108-VN-T01,Pre-PQ Process,SCMS-20200,ASN-2017,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008
5703,108-VN-T01,Pre-PQ Process,SCMS-20341,ASN-1691,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/10/2008
5713,104-CI-T01,Pre-PQ Process,SCMS-21270,ASN-1669,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/7/2008
5717,116-ZA-T01,Pre-PQ Process,SCMS-21460,ASN-1667,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,4/4/2008
5769,102-BW-T01,Pre-PQ Process,SCMS-22770,ASN-2235,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/28/2008
5793,108-VN-T01,Pre-PQ Process,SCMS-23340,ASN-2277,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2008
5794,108-VN-T01,Pre-PQ Process,SCMS-23350,ASN-2489,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,5/13/2008
5796,108-VN-T01,Pre-PQ Process,SCMS-23440,ASN-2335,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2008
5815,106-HT-T01,Pre-PQ Process,SCMS-23800,ASN-2257,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/20/2008
5818,106-HT-T01,Pre-PQ Process,SCMS-23920,ASN-2569,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/20/2008
5821,106-HT-T01,Pre-PQ Process,SCMS-24010,ASN-3087,Haiti,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/23/2008
5857,107-RW-T01,Pre-PQ Process,SCMS-25140,ASN-2116,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/12/2008
5860,113-ZW-T01,Pre-PQ Process,SCMS-25300,ASN-2997,Zimbabwe,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/12/2008
5894,108-VN-T01,Pre-PQ Process,SCMS-26170,ASN-2339,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/1/2008
5895,108-VN-T01,Pre-PQ Process,SCMS-26370,ASN-2337,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/1/2008
5905,109-TZ-T01,Pre-PQ Process,SCMS-26640,ASN-2408,Tanzania,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/4/2008
5917,130-NG-T01,Pre-PQ Process,SCMS-26840,ASN-2554,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/15/2008
5928,133-NG-T01,Pre-PQ Process,SCMS-27050,ASN-2694,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/18/2008
5935,108-VN-T01,Pre-PQ Process,SCMS-27290,ASN-2853,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,7/24/2008
5936,108-VN-T01,Pre-PQ Process,SCMS-27320,ASN-2792,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/24/2008
5937,108-VN-T01,Pre-PQ Process,SCMS-27340,ASN-2862,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/23/2008
5976,117-ET-T01,Pre-PQ Process,SCMS-28720,ASN-2579,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/22/2008
5987,104-CI-T01,Pre-PQ Process,SCMS-29160,ASN-2508,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/28/2008
6041,104-CI-T01,Pre-PQ Process,SCMS-30430,ASN-2799,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/18/2008
6062,119-NA-T01,Pre-PQ Process,SCMS-31180,ASN-2717,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/24/2008
6081,108-VN-T01,Pre-PQ Process,SCMS-31720,ASN-3312,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/21/2008
6082,108-VN-T01,Pre-PQ Process,SCMS-31730,ASN-3313,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/21/2008
6084,111-MZ-T01,Pre-PQ Process,SCMS-31770,ASN-2946,Mozambique,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/14/2008
6105,117-ET-T01,Pre-PQ Process,SCMS-32400,ASN-3322,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/22/2008
6106,117-ET-T01,Pre-PQ Process,SCMS-32410,ASN-2903,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/22/2008
6111,117-ET-T01,Pre-PQ Process,SCMS-32630,ASN-3157,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/27/2008
6139,102-GY-T01,Pre-PQ Process,SCMS-33940,ASN-3423,Guyana,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,11/19/2008
6196,104-CI-T01,Pre-PQ Process,SCMS-35780,ASN-3151,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/19/2008
6253,139-NA-T01,Pre-PQ Process,SCMS-37070,ASN-3490,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/14/2009
6257,108-VN-T01,Pre-PQ Process,SCMS-37160,ASN-3561,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/2009
6272,109-TZ-T01,Pre-PQ Process,SCMS-37790,ASN-3415,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/27/2009
6312,107-RW-T01,Pre-PQ Process,SCMS-38660,ASN-3458,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/18/2009
6369,106-HT-T01,Pre-PQ Process,SCMS-40030,ASN-3748,Haiti,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/6/2009
6381,108-VN-T01,Pre-PQ Process,SCMS-40390,ASN-3673,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/6/2009
6411,116-ZA-T01,Pre-PQ Process,SCMS-41463,ASN-5420,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/18/2009
6415,116-ZA-T01,Pre-PQ Process,SCMS-41582,ASN-4304,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009
6416,116-ZA-T01,Pre-PQ Process,SCMS-41585,ASN-4386,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009
6417,116-ZA-T01,Pre-PQ Process,SCMS-41586,ASN-4387,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009
6418,116-ZA-T01,Pre-PQ Process,SCMS-41587,ASN-4602,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009
6431,104-CI-T01,Pre-PQ Process,SCMS-42240,ASN-4457,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/30/2009
6432,116-ZA-T01,Pre-PQ Process,SCMS-47400,ASN-4284,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009
6436,116-ZA-T01,Pre-PQ Process,SCMS-47410,ASN-4281,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009
6437,116-ZA-T01,Pre-PQ Process,SCMS-47500,ASN-4332,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009
6438,116-ZA-T01,Pre-PQ Process,SCMS-47500,ASN-4332,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009
6439,116-ZA-T01,Pre-PQ Process,SCMS-47500,ASN-4332,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009
6440,116-ZA-T01,Pre-PQ Process,SCMS-42450,ASN-4772,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009
6450,104-CI-T01,Pre-PQ Process,SCMS-42590,ASN-4326,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/27/2009
6451,110-ZM-T01,Pre-PQ Process,SCMS-42620,ASN-4357,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/2/2009
6488,123-NG-T01,Pre-PQ Process,SCMS-43910,ASN-4959,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/10/2009
6517,108-VN-T01,Pre-PQ Process,SCMS-45080,ASN-4420,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009
6519,102-BW-T01,Pre-PQ Process,SCMS-45090,ASN-4215,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/30/2009
6524,139-NA-T01,Pre-PQ Process,SCMS-45420,ASN-3988,Namibia,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,4/30/2009
6544,108-VN-T01,Pre-PQ Process,SCMS-46490,ASN-4179,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/25/2009
6546,108-VN-T01,Pre-PQ Process,SCMS-46550,ASN-4488,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/27/2009
6561,116-ZA-T01,Pre-PQ Process,SCMS-46970,ASN-4822,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/2009
6563,116-ZA-T01,Pre-PQ Process,SCMS-47051,ASN-4837,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,6/5/2009
6625,108-VN-T01,Pre-PQ Process,SCMS-166,ASN-261,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/2/2006
6626,108-VN-T01,Pre-PQ Process,SCMS-168,ASN-276,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/14/2006
6627,108-VN-T01,Pre-PQ Process,SCMS-170,ASN-273,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/15/2006
6642,110-ZM-T01,Pre-PQ Process,SCMS-223,ASN-283,Zambia,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,12/5/2006
6647,107-RW-T01,Pre-PQ Process,SCMS-289,ASN-192,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/29/2006
6670,111-MZ-T01,Pre-PQ Process,SCMS-608,ASN-688,Mozambique,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/7/2007
6671,104-CI-T01,Pre-PQ Process,SCMS-609,ASN-704,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/30/2007
6691,108-VN-T01,Pre-PQ Process,SCMS-750,ASN-804,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/3/2007
6692,108-VN-T01,Pre-PQ Process,SCMS-751,ASN-633,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,7/3/2007
6693,102-GY-T01,Pre-PQ Process,SCMS-766,ASN-588,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/6/2007
6705,107-RW-T01,Pre-PQ Process,SCMS-800,ASN-719,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/17/2007
6724,108-VN-T01,Pre-PQ Process,SCMS-10970,ASN-1017,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/3/2007
6745,102-GY-T01,Pre-PQ Process,SCMS-11650,ASN-763,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/28/2007
6746,102-NG-T01,Pre-PQ Process,SCMS-11760,ASN-858,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/27/2007
6768,102-GY-T01,Pre-PQ Process,SCMS-12680,ASN-968,Guyana,PMO - US,Direct Drop,CIF,N/A,Pre-PQ Process,10/2/2007
6837,107-RW-T01,Pre-PQ Process,SCMS-13900,ASN-990,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/12/2007
6845,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,11/12/2007
6846,116-ZA-T01,Pre-PQ Process,SCMS-14050,ASN-1251,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,11/12/2007
6848,107-RW-T01,Pre-PQ Process,SCMS-14221,ASN-1594,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,11/21/2007
6849,107-RW-T01,Pre-PQ Process,SCMS-14221,ASN-1596,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,11/21/2007
6884,106-HT-T01,Pre-PQ Process,SCMS-15590,ASN-1328,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/4/2008
6896,117-ET-T01,Pre-PQ Process,SCMS-16220,ASN-1329,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/3/2008
6913,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,1/4/2008
6914,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,1/4/2008
6915,116-ZA-T01,Pre-PQ Process,SCMS-16600,ASN-1520,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,1/4/2008
6931,109-TZ-T01,Pre-PQ Process,SCMS-16760,ASN-1697,Tanzania,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,1/24/2008
6932,102-NG-T01,Pre-PQ Process,SCMS-16880,ASN-1354,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/7/2008
6933,102-NG-T01,Pre-PQ Process,SCMS-16880,ASN-1462,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/7/2008
6962,111-MZ-T01,Pre-PQ Process,SCMS-18060,ASN-1650,Mozambique,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/25/2008
6972,102-LS-T01,Pre-PQ Process,SCMS-18360,ASN-1430,Lesotho,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,2/27/2008
6988,123-NG-T01,Pre-PQ Process,SCMS-18740,ASN-1552,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/11/2008
6994,119-NA-T01,Pre-PQ Process,SCMS-18890,ASN-1487,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/14/2008
7007,108-VN-T01,Pre-PQ Process,SCMS-19630,ASN-1718,Vietnam,PMO - US,Direct Drop,DDU,Truck,Pre-PQ Process,3/21/2008
7008,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2/20/2008
7009,116-ZA-T01,Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2/20/2008
7030,108-VN-T01,Pre-PQ Process,SCMS-20330,ASN-1984,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/31/2008
7032,108-VN-T01,Pre-PQ Process,SCMS-20490,ASN-1795,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008
7055,116-ZA-T01,Pre-PQ Process,SCMS-21460,ASN-1667,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,4/4/2008
7056,116-ZA-T01,Pre-PQ Process,SCMS-21460,ASN-1666,South Africa,PMO - US,Direct Drop,DDP,N/A,Pre-PQ Process,4/4/2008
7091,102-BW-T01,Pre-PQ Process,SCMS-22680,ASN-1832,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/28/2008
7093,102-BW-T01,Pre-PQ Process,SCMS-22710,ASN-1833,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/28/2008
7120,108-VN-T01,Pre-PQ Process,SCMS-23440,ASN-2335,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2008
7121,108-VN-T01,Pre-PQ Process,SCMS-23450,ASN-2336,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/14/2008
7122,108-VN-T01,Pre-PQ Process,SCMS-23460,ASN-2243,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2008
7172,130-NG-T01,Pre-PQ Process,SCMS-24590,ASN-2024,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/2/2008
7176,107-RW-T01,Pre-PQ Process,SCMS-25080,ASN-2396,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/12/2008
7183,107-RW-T01,Pre-PQ Process,SCMS-25210,ASN-1966,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/12/2008
7184,113-ZW-T01,Pre-PQ Process,SCMS-25310,ASN-2632,Zimbabwe,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/12/2008
7201,107-RW-T01,Pre-PQ Process,SCMS-25530,ASN-2068,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,6/13/2008
7218,108-VN-T01,Pre-PQ Process,SCMS-26180,ASN-2274,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/1/2008
7259,102-GY-T01,Pre-PQ Process,SCMS-27030,ASN-2639,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/21/2008
7260,133-NG-T01,Pre-PQ Process,SCMS-27070,ASN-2353,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/21/2008
7276,117-ET-T01,Pre-PQ Process,SCMS-27810,ASN-2591,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/31/2008
7321,111-MZ-T01,Pre-PQ Process,SCMS-28730,ASN-2658,Mozambique,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/26/2008
7338,104-CI-T01,Pre-PQ Process,SCMS-29330,ASN-2923,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/3/2008
7398,104-CI-T01,Pre-PQ Process,SCMS-30410,ASN-2712,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/18/2008
7421,119-NA-T01,Pre-PQ Process,SCMS-31190,ASN-2718,Namibia,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,9/24/2008
7436,108-VN-T01,Pre-PQ Process,SCMS-31720,ASN-3312,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/21/2008
7467,117-ET-T01,Pre-PQ Process,SCMS-32630,ASN-3154,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/27/2008
7468,117-ET-T01,Pre-PQ Process,SCMS-32640,ASN-2933,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/27/2008
7469,117-ET-T01,Pre-PQ Process,SCMS-32640,ASN-2934,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/27/2008
7607,108-VN-T01,Pre-PQ Process,SCMS-37160,ASN-3561,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/2009
7638,109-TZ-T01,Pre-PQ Process,SCMS-38400,ASN-3694,Tanzania,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2/5/2009
7675,104-CI-T01,Pre-PQ Process,SCMS-39420,ASN-3632,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/24/2009
7695,106-HT-T01,Pre-PQ Process,SCMS-39970,ASN-3628,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/6/2009
7696,106-HT-T01,Pre-PQ Process,SCMS-40010,ASN-3629,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/6/2009
7708,106-HT-T01,Pre-PQ Process,SCMS-40310,ASN-3664,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/9/2009
7741,116-ZA-T01,Pre-PQ Process,SCMS-41440,ASN-4180,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,3/18/2009
7748,116-ZA-T01,Pre-PQ Process,SCMS-41581,ASN-4196,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009
7749,116-ZA-T01,Pre-PQ Process,SCMS-41584,ASN-4385,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009
7750,116-ZA-T01,Pre-PQ Process,SCMS-41585,ASN-4386,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009
7751,116-ZA-T01,Pre-PQ Process,SCMS-41580,ASN-4603,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,3/27/2009
7775,102-GY-T01,Pre-PQ Process,SCMS-42300,ASN-4318,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2009
7778,116-ZA-T01,Pre-PQ Process,SCMS-42440,ASN-4514,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009
7779,116-ZA-T01,Pre-PQ Process,SCMS-47430,ASN-4244,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,4/2/2009
7837,108-VN-T01,Pre-PQ Process,SCMS-45080,ASN-4420,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009
7847,119-NA-T01,Pre-PQ Process,SCMS-45620,ASN-4511,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/8/2009
7849,114-UG-T01,Pre-PQ Process,SCMS-45660,ASN-4378,Uganda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/11/2009
7857,102-BW-T01,Pre-PQ Process,SCMS-46080,ASN-4216,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/18/2009
7868,109-TZ-T01,Pre-PQ Process,SCMS-46510,ASN-4696,Tanzania,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,5/28/2009
7894,119-NA-T01,Pre-PQ Process,SCMS-47130,ASN-4416,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/5/2009
7970,108-VN-T01,Pre-PQ Process,SCMS-167,ASN-270,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/14/2006
8005,102-GY-T01,Pre-PQ Process,SCMS-433,ASN-281,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/1/2007
8017,100-HT-T01,Pre-PQ Process,SCMS-539,ASN-364,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/4/2007
8023,102-NG-T01,Pre-PQ Process,SCMS-587,ASN-417,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/30/2007
8038,108-VN-T01,Pre-PQ Process,SCMS-753,ASN-781,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/4/2007
8062,109-TZ-T01,Pre-PQ Process,SCMS-10330,ASN-1932,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/14/2008
8100,113-ZW-T01,Pre-PQ Process,SCMS-11690,ASN-871,Zimbabwe,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,9/28/2007
